,mark,model,description,fuel,km,year,gearbox,price,power,isautoscout,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad
182,RENAULT,Captur,1.5 dCi 90ch energy Business Euro6c,Diesel,63199.0,2019,Manuelle,15499.0,90.0,0,1,0,1,1,0,0,1
183,RENAULT,Zoe,Business charge normale R90 MY19,Electrique,21547.0,2019,Automatique,15499.0,141.74541864139022,0,1,0,1,1,1,0,0
184,RENAULT,Clio,1.6 E-Tech 140ch Zen,Hybride,39298.0,2021,Automatique,15499.0,140.0,0,1,1,1,1,0,0,0
185,PEUGEOT,2008,1.2 PureTech 130ch E6.c Crossway S&S EAT6 6cv,Essence,37380.0,2019,Automatique,15499.0,130.0,0,0,1,1,0,1,1,1
186,PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT Line,Diesel,54746.0,2021,Manuelle,15499.0,130.0,0,0,1,1,1,1,0,1
187,RENAULT,Clio,1.0 TCe 90ch Techno,Essence,12540.0,2023,Manuelle,15499.0,90.0,0,0,1,1,1,1,1,1
188,PEUGEOT,208,1.2 PureTech 100ch S&S Style,Essence,8444.0,2022,Manuelle,15499.0,100.0,0,1,1,1,1,0,0,1
189,PEUGEOT,3008,HYBRID 225ch Allure Pack e-EAT8,Hybride,55691.0,2021,Automatique,15499.0,225.0,0,0,1,1,1,1,1,1
190,NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta + Pack Design,Essence M,35733.0,2022,Manuelle,15499.0,140.0,0,0,1,1,1,1,1,1
191,RENAULT,Twingo,0.9 TCe 95ch Intens - 20,Essence,43266.0,2021,Manuelle,15499.0,95.0,0,1,0,1,1,0,0,0
192,CITROEN,C3,1.2 PureTech 83ch S&S Feel Business,Essence,26400.0,2021,Manuelle,15499.0,83.0,0,0,0,1,1,1,0,1
193,PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence,11090.0,2021,Manuelle,15499.0,75.0,0,1,0,1,1,0,0,0
194,CITROEN,C3,1.2 PureTech 110ch S&S graphic,Essence,49003.0,2020,Manuelle,15499.0,110.0,0,0,0,1,1,1,0,1
195,RENAULT,Clio,1.0 TCe 90ch Techno,Essence,12970.0,2023,Manuelle,15499.0,90.0,0,0,1,1,1,1,1,1
196,RENAULT,Twingo,1.0 SCe 65ch Equilibre,Essence,25507.0,2022,Manuelle,12799.0,65.0,0,1,0,0,1,1,0,0
197,CITROEN,C3 Aircross,PureTech 130ch S&S Shine Pack EAT6,Essence,29541.0,2022,Automatique,12799.0,130.0,0,0,1,1,1,1,1,1
198,RENAULT,Clio,1.0 TCe 90ch Techno,Essence,24788.0,2023,Manuelle,12799.0,90.0,0,0,1,1,1,1,1,1
199,PEUGEOT,308,1.5 BlueHDi 130ch S&S Allure EAT8,Diesel,100.0,2024,Automatique,12799.0,130.0,0,1,1,1,0,1,1,1
200,MINI,Mini,Cooper 136ch Edition Greenwich BVA7,Essence,19900.0,2020,Automatique,12799.0,136.0,0,0,0,1,1,1,1,1
201,DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence,7079.0,2023,Manuelle,12799.0,90.0,0,1,1,1,1,0,0,1
202,CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence,37452.0,2022,Manuelle,12799.0,83.0,0,0,0,1,1,1,0,0
203,PEUGEOT,208,e-208 136ch Style,Electrique,24704.0,2022,Automatique,12799.0,136.0,0,1,1,1,1,1,0,1
204,DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort,Gpl,26794.0,2021,Manuelle,12799.0,100.0,0,1,1,1,1,1,0,1
205,PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel,79240.0,2021,Automatique,12799.0,130.0,0,0,1,1,1,1,1,1
206,RENAULT,Arkana,1.3 TCe 140ch FAP Business EDC,Essence M,36967.0,2022,Automatique,12799.0,140.0,0,0,1,1,1,1,1,1
207,PEUGEOT,208,1.2 PureTech 100ch S&S Style,Essence,12047.0,2023,Manuelle,12799.0,100.0,0,1,1,1,1,0,0,1
208,RENAULT,Captur,1.3 TCe 130ch FAP Intens,Essence,44715.0,2021,Manuelle,12799.0,130.0,0,1,1,1,1,1,0,1
209,RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl,14730.0,2023,Manuelle,12799.0,100.0,0,1,1,1,1,0,0,1
210,PEUGEOT,2008,e-2008 136ch GT,Electrique,30685.0,2021,Automatique,12799.0,136.0,0,0,1,1,1,1,1,1
211,RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride,41095.0,2022,Automatique,12799.0,145.0,0,0,0,1,1,1,1,1
212,RENAULT,Zoe,Intens charge normale R110 Achat Intégral - 20,Electrique,57271.0,2020,Automatique,12799.0,141.74541864139022,0,1,1,1,1,1,1,0
213,RENAULT,Clio,1.0 TCe 90ch Business -21N,Essence,23654.0,2021,Manuelle,12799.0,90.0,0,1,1,1,1,0,0,1
214,PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8 7cv,Essence,47500.0,2021,Automatique,12799.0,130.0,0,1,1,1,1,1,0,0
215,RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence,52460.0,2021,Manuelle,12799.0,90.0,0,1,1,1,1,1,0,1
216,CITROEN,C3,1.2 PureTech 83ch S&S Feel Business,Essence,41536.0,2021,Manuelle,12799.0,83.0,0,0,0,1,1,1,0,1
217,PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence,19049.0,2022,Manuelle,12799.0,75.0,0,1,1,1,1,0,0,1
218,NISSAN,Leaf,109ch 30kWh Acenta,Electrique,69158.0,2016,Automatique,12799.0,109.0,0,1,0,1,1,1,0,0
219,PEUGEOT,208,1.2 PureTech 100ch S&S Style EAT8,Essence,14846.0,2023,Automatique,12799.0,100.0,0,1,1,1,1,0,0,1
220,RENAULT,Twingo,0.9 TCe 95ch Zen,Essence,18647.0,2019,Manuelle,12799.0,95.0,0,1,0,0,1,0,0,0
221,RENAULT,Zoe,Life Achat INTEGRAL charge normale R110 4cv,Electrique,22457.0,2020,Automatique,12799.0,141.74541864139022,0,1,1,1,1,0,0,0
222,PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence,15258.0,2022,Manuelle,12799.0,100.0,0,1,0,1,1,0,0,1
223,RENAULT,Twingo,1.0 SCe 65ch Urban Night,Essence,15742.0,2022,Manuelle,12799.0,65.0,0,1,0,1,1,1,1,1
224,NISSAN,Leaf,150ch 40kWh Acenta 21.5,Electrique,21995.0,2021,Automatique,12799.0,150.0,0,1,0,1,1,1,1,0
225,DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence,7809.0,2023,Manuelle,12799.0,90.0,0,1,1,1,1,0,0,1
226,PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack,Essence,7613.0,2023,Manuelle,22999.0,130.0,0,1,1,1,1,1,0,1
227,PEUGEOT,208,e-208 136ch GT,Electrique,10483.0,2021,Automatique,22999.0,136.0,0,0,0,1,1,1,1,1
228,CITROEN,C3,1.2 PureTech 83ch S&S Feel Business,Essence,28427.0,2021,Manuelle,22999.0,83.0,0,0,0,1,1,1,0,1
229,RENAULT,Zoe,Intens charge normale R110 Achat Intégral - 20,Electrique,37580.0,2021,Automatique,22999.0,141.74541864139022,0,1,1,1,1,1,1,0
230,PEUGEOT,308,1.2 PureTech 110ch S&S Active Pack,Essence,26719.0,2021,Manuelle,22999.0,110.0,0,1,0,1,1,1,0,1
231,RENAULT,Captur,1.3 TCe 130ch FAP Business - 20,Essence,40394.0,2020,Manuelle,22999.0,130.0,0,1,1,1,1,0,1,1
232,PEUGEOT,2008,1.5 BlueHDi 130ch S&S GT EAT8 125g,Diesel,64803.0,2020,Automatique,22999.0,130.0,0,0,1,1,1,1,1,1
233,PEUGEOT,3008,1.2 PureTech 130ch S&S Active Pack EAT8,Essence,5019.0,2023,Automatique,22999.0,130.0,0,1,1,1,1,1,1,1
234,PEUGEOT,2008,1.5 BlueHDi 130ch S&S GT Line EAT8 7cv,Diesel,47992.0,2020,Automatique,22999.0,130.0,0,1,1,1,1,1,0,0
235,RENAULT,Kadjar,1.5 Blue dCi 115ch Intens EDC - 21,Diesel,62803.0,2022,Automatique,22999.0,115.0,0,0,1,1,1,1,1,1
236,RENAULT,Twingo,Electric Life R80 Achat Intégral,Electrique,21991.0,2021,Automatique,22999.0,141.74541864139022,0,1,0,0,0,0,0,0
237,PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence,14203.0,2022,Manuelle,22999.0,100.0,0,1,1,1,1,0,0,1
238,RENAULT,Twingo,1.0 SCe 65ch Zen - 21,Essence,26139.0,2021,Manuelle,22999.0,65.0,0,1,0,0,1,1,0,0
239,RENAULT,Twingo,1.0 SCe 65ch Zen - 21,Essence,34481.0,2022,Manuelle,22999.0,65.0,0,1,0,0,1,1,0,0
240,DACIA,Sandero,0.9 TCe 90ch Stepway Easy-R,Essence,30507.0,2020,Automatique,22999.0,90.0,0,1,0,1,1,0,0,1
241,RENAULT,Captur,1.3 TCe mild hybrid 160ch RS Line EDC,Essence M,8627.0,2023,Automatique,22999.0,160.0,0,0,1,1,1,1,1,1
242,RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride,28480.0,2022,Automatique,22999.0,145.0,0,0,0,1,1,1,1,1
243,PEUGEOT,208,1.2 PureTech 130ch S&S Allure EAT8,Essence,53538.0,2020,Automatique,22999.0,130.0,0,1,0,1,1,1,0,1
244,RENAULT,Arkana,1.3 TCe mild hybrid 140ch RS Line EDC -22,Essence M,20356.0,2022,Automatique,22999.0,140.0,0,0,0,1,1,1,1,1
245,RENAULT,Captur,1.6 E-Tech hybride 145ch Evolution,Hybride,15800.0,2022,Automatique,22999.0,145.0,0,1,1,1,1,1,0,1
246,CITROEN,C3 Aircross,PureTech 82ch Feel,Essence,52950.0,2018,Manuelle,22999.0,82.0,0,1,0,1,1,0,0,0
247,RENAULT,Twingo,E-Tech Electric Equilibre R80 Achat Intégral,Electrique,11094.0,2022,Automatique,22999.0,141.74541864139022,0,1,0,0,1,1,0,0
248,PEUGEOT,208,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence,4465.0,2023,Automatique,22999.0,130.0,0,0,1,1,1,1,1,1
249,PEUGEOT,308,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel,18000.0,2023,Automatique,22999.0,130.0,0,1,1,1,0,1,1,1
250,DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort -22,Gpl,33905.0,2022,Manuelle,22999.0,100.0,0,1,1,1,1,0,0,1
251,RENAULT,Clio,1.0 TCe 90ch Techno,Essence,5571.0,2023,Manuelle,22999.0,90.0,0,0,1,1,1,1,1,1
252,RENAULT,Clio,1.3 TCe 140ch Techno,Essence,10897.0,2023,Manuelle,22999.0,140.0,0,0,1,1,1,1,1,1
253,RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence,24708.0,2022,Manuelle,22999.0,90.0,0,1,1,1,1,1,0,1
254,CITROEN,C3 Aircross,PureTech 110ch S&S Feel E6.d 6cv,Essence,56731.0,2020,Manuelle,22999.0,110.0,0,1,0,1,1,0,0,0
255,CITROEN,C3,1.2 PureTech 110ch S&S Shine Pack EAT6,Essence,13050.0,2022,Automatique,22999.0,110.0,0,0,0,1,1,1,1,1
256,CITROEN,C3,1.5 BlueHDi 100ch S&S C-Series E6.d,Diesel,11310.0,2023,Manuelle,15980.0,100.0,0,0,0,1,1,1,0,0
257,CITROEN,C3,1.2 PureTech 110ch S&S C-Series 120-121g,Essence,13451.0,2023,Manuelle,15980.0,110.0,0,0,0,1,1,1,0,0
258,PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence,5575.0,2022,Manuelle,15980.0,100.0,0,1,0,1,1,0,0,1
259,RENAULT,Zoe,Business charge normale R110 - 20,Electrique,41526.0,2020,Automatique,15980.0,141.74541864139022,0,0,0,1,1,1,1,1
260,RENAULT,Clio,1.0 TCe 90ch Business -21N,Essence,18530.0,2021,Manuelle,15980.0,90.0,0,1,1,1,1,0,0,1
261,PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence,13223.0,2022,Manuelle,15980.0,100.0,0,1,1,1,1,0,0,1
262,PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence,21093.0,2021,Manuelle,15980.0,130.0,0,1,1,1,1,1,0,1
263,MINI,Mini,Cooper SE 184ch Yours BVA,Electrique,54570.0,2020,Automatique,15980.0,184.0,0,0,0,1,1,1,1,1
264,RENAULT,Clio,1.0 TCe 100ch Intens,Essence,49458.0,2020,Manuelle,15980.0,100.0,0,1,1,1,1,1,0,1
265,PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence,18165.0,2022,Automatique,15980.0,100.0,0,0,1,1,1,1,0,1
266,PEUGEOT,308,1.2 PureTech 130ch E6.3 S&S Allure,Essence,60512.0,2019,Manuelle,15980.0,130.0,0,1,0,1,1,1,0,1
267,PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence,3068.0,2023,Automatique,15980.0,130.0,0,1,1,1,1,1,1,1
268,RENAULT,Captur,1.6 E-Tech hybride 145ch Evolution,Hybride,13000.0,2022,Automatique,15980.0,145.0,0,1,1,1,1,1,0,1
269,RENAULT,Arkana,1.3 TCe 140ch FAP Business EDC,Essence M,25032.0,2022,Automatique,15980.0,140.0,0,0,1,1,1,1,1,1
270,RENAULT,Clio,1.0 SCe 65ch Evolution,Essence,19121.0,2023,Manuelle,15980.0,65.0,0,1,1,1,1,0,0,1
271,RENAULT,Clio,1.6 E-Tech hybride 140ch Business -21N,Hybride,40539.0,2022,Automatique,15980.0,140.0,0,1,1,1,1,0,0,1
272,NISSAN,Qashqai,1.3 Mild Hybrid 158ch N-Style Xtronic + roue de secours,Essence M,56285.0,2022,Automatique,15980.0,158.0,0,0,1,1,1,1,1,1
273,PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence,14284.0,2021,Automatique,15980.0,130.0,0,0,1,1,1,1,1,1
274,PEUGEOT,2008,1.2 PureTech 130ch S&S Style EAT8,Essence,16188.0,2023,Automatique,15980.0,130.0,0,1,1,1,1,1,0,1
275,PEUGEOT,208,1.2 PureTech 130ch S&S Allure EAT8,Essence,51500.0,2021,Automatique,15980.0,130.0,0,0,0,1,1,1,1,1
276,RENAULT,Clio,1.5 dCi 90ch energy Air MédiaNav E6C,Diesel,123177.0,2019,Manuelle,15980.0,90.0,0,1,0,1,1,0,0,0
277,PEUGEOT,2008,1.2 PureTech 82ch Active,Essence,53239.0,2017,Manuelle,15980.0,82.0,0,1,1,1,0,0,0,0
278,PEUGEOT,208,1.5 BlueHDi 100ch S&S Active BVM6 Auto-Ecole,Diesel,32699.0,2022,Manuelle,15980.0,100.0,0,1,0,1,1,0,0,0
279,RENAULT,Twingo,E-Tech Electric Intens R80 Achat Intégral - 21MY,Electrique,37807.0,2022,Automatique,15980.0,141.74541864139022,0,1,0,1,1,1,1,1
280,FORD,Fiesta,1.25 60ch Ambiente 5p,Essence,83000.0,2013,Manuelle,15980.0,60.0,0,1,0,0,0,0,0,0
281,RENAULT,Scenic,1.2 TCe 130ch energy Intens,Essence,57897.0,2017,Manuelle,15980.0,130.0,0,0,1,1,1,1,1,1
282,PEUGEOT,208,1.2 PureTech 82ch E6.2 Evap Signature 5p,Essence,57224.0,2019,Manuelle,15980.0,82.0,0,1,0,1,0,0,0,1
283,LAND-ROVER,Range Rover Sport,3.0 P510e 510ch PHEV Autobiography,Hybride R,15000.0,2023,Automatique,15980.0,510.0,0,0,0,1,1,1,0,1
284,RENAULT,Clio,1.5 Blue dCi 85ch Business,Diesel,91719.0,2019,Manuelle,15980.0,85.0,0,1,1,1,1,0,0,1
285,SKODA,Fabia,1.0 MPI 60ch Drive 125 ans Euro6d-T 3cv,Essence,42200.0,2021,Manuelle,15980.0,60.0,0,1,0,1,1,0,1,1
286,RENAULT,Zoe,Intens charge normale Type 2,Electrique,55516.0,2015,Automatique,7979.0,141.74541864139022,0,1,0,1,1,1,1,0
287,OPEL,Mokka,1.2 Turbo 130ch GS Line,Essence,7275.0,2022,Manuelle,7979.0,130.0,0,0,1,1,1,1,1,1
288,BMW,Serie 1,118dA 150ch M Sport 8cv,Diesel,78500.0,2021,Automatique,7979.0,150.0,0,0,1,1,1,1,1,0
289,RENAULT,Kadjar,1.5 Blue dCi 115ch Business 131g,Diesel,82520.0,2020,Manuelle,7979.0,115.0,0,1,0,1,1,1,0,1
290,RENAULT,Captur,1.0 TCe 90ch Evolution,Essence,4500.0,2023,Manuelle,7979.0,90.0,0,1,1,1,1,0,0,1
291,BMW,Serie 5 Touring,520dA xDrive 190ch M Sport Steptronic,Diesel M,79061.0,2020,Automatique,7979.0,190.0,0,0,1,1,1,1,1,1
292,PEUGEOT,2008,1.2 PureTech 130ch S&S GT,Essence,11200.0,2022,Manuelle,7979.0,130.0,0,0,1,1,1,1,1,1
293,FORD,Transit Custom,300 L2H1 2.0 EcoBlue 130 Hybrid Trend Business,Diesel M,300.0,2022,Manuelle,7979.0,141.74541864139022,0,0,0,1,1,0,0,1
294,PEUGEOT,2008,1.2 PureTech 110ch Urban Cross S&S,Essence,79068.0,2016,Manuelle,7979.0,110.0,0,1,1,1,1,0,0,0
295,DACIA,Sandero,1.0 ECO-G 100ch Stepway,Gpl,80546.0,2020,Manuelle,7979.0,100.0,0,1,0,1,1,0,0,1
296,SUZUKI,Across,2.5 Hybride Rechargeable 306ch Pack 2023,Hybride R,100.0,2023,Automatique,7979.0,306.0,0,0,1,1,1,1,1,1
297,TOYOTA,Yaris,120 VVT-i Dynamic 5p MY22,Essence,15675.0,2023,Manuelle,7979.0,141.74541864139022,0,1,0,1,1,0,1,0
298,VOLKSWAGEN,T-Roc,2.0 TSI 190ch Carat Exclusive 4Motion DSG7 Euro6d-T,Essence,68574.0,2019,Automatique,7979.0,190.0,0,0,0,1,1,1,1,1
299,PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence,11982.0,2023,Manuelle,7979.0,100.0,0,1,1,1,1,0,0,1
300,VOLVO,Xc40,D3 AdBlue 150ch Inscription Geartronic 8,Diesel,94247.0,2019,Automatique,7979.0,150.0,0,0,1,1,1,1,1,1
301,PEUGEOT,3008,1.2 PureTech 130ch S&S GT Pack EAT8,Essence,34865.0,2021,Automatique,7979.0,130.0,0,0,1,1,1,1,1,1
302,RENAULT,Clio,1.6 E-Tech 140ch Business -21,Hybride,43337.0,2021,Automatique,7979.0,140.0,0,1,1,1,1,0,0,1
303,TOYOTA,Yaris,116h Design 5p MY21,Hybride,20786.0,2021,Automatique,7979.0,141.74541864139022,0,1,1,1,1,1,1,0
304,CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence,1900.0,2022,Manuelle,7979.0,83.0,0,0,0,1,1,1,0,0
305,MERCEDES,Classe A Berline,180d 116ch AMG Line 8G-DCT,Diesel,40679.0,2021,Automatique,7979.0,116.0,0,0,0,1,1,1,1,1
306,VOLKSWAGEN,Tiguan,2.0 TDI 140ch BlueMotion Technology FAP R Exclusive,Diesel,103492.0,2014,Manuelle,7979.0,140.0,0,0,0,1,1,1,1,1
307,TOYOTA,Yaris,116h Collection MC24,Hybride,7.0,2024,Automatique,7979.0,141.74541864139022,0,0,1,1,1,1,1,1
308,CITROEN,C3,1.5 BlueHDi 100ch S&S C-Series E6.d,Diesel,14321.0,2023,Manuelle,7979.0,100.0,0,0,0,1,1,1,0,0
309,RENAULT,Captur,1.5 dCi 90ch energy Intens EDC,Diesel,77593.0,2017,Automatique,7979.0,90.0,0,1,1,1,1,1,0,1
310,RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno,Essence M,2596.0,2023,Manuelle,7979.0,140.0,0,0,1,1,1,1,1,1
311,PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence,40142.0,2022,Manuelle,7979.0,100.0,0,1,1,1,1,1,0,1
312,CITROEN,C3 Aircross,BlueHDi 120ch S&S Feel Pack Business EAT6,Diesel,99870.0,2021,Automatique,7979.0,120.0,0,1,1,1,1,0,0,1
313,PEUGEOT,208,1.5 BlueHDi 100ch S&S Active,Diesel,34157.0,2022,Manuelle,7979.0,100.0,0,1,0,1,1,0,0,0
314,RENAULT,Clio,1.0 TCe 90ch Intens X-Tronic -21N,Essence,49246.0,2022,Automatique,7979.0,90.0,0,1,1,1,1,1,0,1
315,RENAULT,Clio,1.5 Blue dCi 85ch AIR,Diesel,21371.0,2020,Manuelle,7979.0,85.0,0,1,1,1,1,0,0,1
316,PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack,Essence,12182.0,2023,Manuelle,21999.0,130.0,0,1,1,1,1,1,0,1
317,CITROEN,C3,1.2 PureTech 110ch S&S Shine Pack 121-122g,Essence,17184.0,2022,Manuelle,21999.0,110.0,0,0,0,1,1,1,1,1
318,PEUGEOT,2008,1.5 BlueHDi 100ch E6.c Allure S&S BVM5 86g,Diesel,94517.0,2019,Manuelle,21999.0,100.0,0,1,1,1,0,1,0,1
319,LEXUS,Ux,250h 2WD Luxe,Hybride,6000.0,2023,Automatique,21999.0,141.74541864139022,0,0,0,1,1,1,1,1
320,VOLKSWAGEN,Golf Sportsvan,1.5 TSI EVO 130ch BlueMotion Technology Confortline Euro6d-T,Essence,43376.0,2020,Manuelle,21999.0,130.0,0,1,0,1,1,1,0,1
321,RENAULT,Twingo,E-Tech Electric Zen R80 Achat Intégral - 21MY,Electrique,18221.0,2022,Automatique,21999.0,141.74541864139022,0,1,0,0,1,1,0,0
322,BMW,Serie 3 Touring,320dA MH 190ch M Sport,Diesel M,107111.0,2021,Automatique,21999.0,190.0,0,0,0,1,1,1,1,1
323,PEUGEOT,208,e-208 156ch GT,Electrique,500.0,2023,Automatique,21999.0,156.0,0,0,0,1,1,1,1,1
324,SUZUKI,Swift,1.2 Dualjet Hybrid 83ch Privilège,Essence M,64012.0,2020,Manuelle,21999.0,83.0,0,1,1,1,1,0,1,1
325,MERCEDES,Classe A,180 d 116ch Style Line 7G-DCT,Diesel,92755.0,2019,Automatique,21999.0,116.0,0,1,1,1,1,1,1,0
326,RENAULT,Kadjar,1.5 Blue dCi 115ch Intens 112g,Diesel,54295.0,2019,Manuelle,21999.0,115.0,0,0,1,1,1,1,1,1
327,CITROEN,C5 Aircross,PureTech 130ch S&S Live E6.d 145g,Essence,61781.0,2020,Manuelle,21999.0,130.0,0,1,0,1,1,1,0,0
328,PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence,50252.0,2020,Manuelle,21999.0,130.0,0,1,1,1,1,1,0,0
329,PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8 7cv,Essence,34639.0,2020,Automatique,21999.0,130.0,0,1,1,1,1,1,0,0
330,PEUGEOT,308,1.2 Puretech 130ch Allure S&S EAT6 5p,Essence,35634.0,2016,Automatique,21999.0,130.0,0,1,1,1,0,1,1,0
331,PEUGEOT,2008,1.2 PureTech 100ch S&S Allure,Essence,26541.0,2021,Manuelle,21999.0,100.0,0,1,1,1,1,1,0,1
332,FORD,Puma,1.0 EcoBoost 125ch mHEV ST-Line X,Essence M,37679.0,2020,Manuelle,21999.0,125.0,0,1,0,1,1,1,0,1
333,MERCEDES,Eqs,580 544ch AMG Line 4Matic,Electrique,990.0,2023,Automatique,21999.0,544.0,0,0,1,1,1,1,0,0
334,RENAULT,Clio,1.3 TCe 140ch Techno,Essence,11285.0,2023,Manuelle,21999.0,140.0,0,0,1,1,1,1,1,1
335,MERCEDES,Classe B,250 e 163+109ch AMG Line 8G-DCT,Hybride R,8000.0,2023,Automatique,21999.0,141.74541864139022,0,0,0,1,1,1,1,1
336,MERCEDES,Classe A,180 Sensation 7G-DCT,Essence,52294.0,2018,Automatique,21999.0,141.74541864139022,0,1,1,1,1,1,1,0
337,CITROEN,Berlingo Van,M 800kg Electrique 136ch Batterie 50 kWh,Electrique,30.0,2022,Automatique,21999.0,136.0,0,0,0,1,1,0,0,0
338,TOYOTA,Prius,122h Lounge,Hybride,57391.0,2017,Automatique,21999.0,141.74541864139022,0,0,0,1,1,1,1,1
339,PEUGEOT,2008,1.2 PureTech 130ch S&S GT Line 124g,Essence,39517.0,2020,Manuelle,21999.0,130.0,0,1,1,1,1,1,0,0
340,SUZUKI,Swift,1.2 Dualjet Hybrid 83ch Privilège,Essence M,48985.0,2020,Manuelle,21999.0,83.0,0,1,1,1,1,0,1,1
341,RENAULT,Megane Estate,1.5 Blue dCi 115ch Intens -21N,Diesel,16417.0,2023,Manuelle,21999.0,115.0,0,0,0,1,1,1,1,1
342,RENAULT,Twingo,E-Tech Electric Zen R80 Achat Intégral - 21MY,Electrique,27484.0,2021,Automatique,21999.0,141.74541864139022,0,1,0,0,1,1,0,0
343,RENAULT,Clio,1.0 TCe 90ch Limited -21N,Essence,46555.0,2022,Manuelle,21999.0,90.0,0,1,1,1,1,0,0,1
344,RENAULT,Scenic,1.3 TCe 140ch energy Intens,Essence,50193.0,2018,Manuelle,21999.0,140.0,0,0,1,1,1,1,1,1
345,NISSAN,Qashqai,1.3 Mild Hybrid 140ch Premiere Edition,Essence M,45416.0,2021,Manuelle,21999.0,140.0,0,0,0,1,1,1,1,0
346,RENAULT,Scenic,1.3 TCe 140ch FAP Intens EDC,Essence,16000.0,2020,Automatique,22277.0,140.0,0,0,1,1,1,1,1,1
347,PEUGEOT,2008,1.5 BlueHDi 130ch S&S Allure EAT8,Diesel,6000.0,2024,Automatique,22277.0,130.0,0,1,1,1,1,1,0,1
348,PEUGEOT,108,VTi 72 Style S&S 4cv 3p,Essence,51858.0,2021,Manuelle,22277.0,141.74541864139022,0,1,0,0,1,0,0,0
349,BMW,Serie 2 Active Tourer,218iA 140ch Sport DKG7,Essence,26459.0,2019,Automatique,22277.0,140.0,0,1,1,1,1,1,0,1
350,RENAULT,Captur,1.2 TCe 120ch Helly Hansen EDC,Essence,85143.0,2015,Automatique,22277.0,120.0,0,1,0,1,1,1,1,0
351,MERCEDES,Classe A,180 d 116ch Progressive Line 7G-DCT,Diesel,75900.0,2020,Automatique,22277.0,116.0,0,0,1,1,1,1,1,1
352,PEUGEOT,2008,e-2008 136ch GT,Electrique,1000.0,2023,Automatique,22277.0,136.0,0,1,1,1,1,1,1,1
353,TOYOTA,Corolla,184h Design MY19,Hybride,21086.0,2020,Automatique,22277.0,141.74541864139022,0,1,1,1,1,1,1,0
354,TOYOTA,Yaris,HSD 100h Style 5p,Hybride,64172.0,2013,Automatique,22277.0,141.74541864139022,0,1,0,1,1,1,1,0
355,FORD,Puma,1.0 Flexifuel 125ch Titanium,Essence B,33337.0,2022,Manuelle,22277.0,125.0,0,1,0,1,1,0,0,1
356,CITROEN,C3 Aircross,PureTech 82ch Shine,Essence,47738.0,2017,Manuelle,22277.0,82.0,0,1,0,1,1,1,0,1
357,PEUGEOT,208,e-208 136ch Active,Electrique,15244.0,2022,Automatique,22277.0,136.0,0,1,0,1,1,1,0,0
358,BMW,X1,ixDrive30 313ch M Sport,Electrique,2723.0,2023,Automatique,22277.0,313.0,0,0,0,1,1,1,1,1
359,RENAULT,Captur,1.0 TCe 100ch Business GPL -21,Gpl,30744.0,2021,Manuelle,22277.0,100.0,0,1,1,1,1,0,1,1
360,PEUGEOT,2008,1.2 PureTech 100ch S&S Active 5cv,Essence,27408.0,2020,Manuelle,22277.0,100.0,0,1,1,1,1,0,0,1
361,AUDI,Q5 Sportback,50 TFSI e 299ch S line quattro S tronic 7,Hybride R,210.0,2022,Automatique,22277.0,299.0,0,0,0,1,1,1,1,1
362,RENAULT,Zoe,E-Tech Life charge normale R110 Achat Intégral - 21,Electrique,24415.0,2022,Automatique,22277.0,141.74541864139022,0,1,1,1,0,0,0,0
